+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11327.1044921875,8788.4375,-36420.4453125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11331.931640625,8785.263671875,-36427.0390625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11327.9091796875,8791.5673828125,-36421.51953125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11325.8076171875,8793.8017578125,-36422.19140625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11325.337890625,8789.845703125,-36425.87890625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11337.564453125,8782.3359375,-36436.78515625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11334.4130859375,8792.6396484375,-36440.85546875,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11328.6240234375,8801.5361328125,-36430.953125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11329.853515625,8800.2392578125,-36418.5,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11334.546875,8797.892578125,-36422.75,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11334.837890625,8800.150390625,-36422.2578125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11321.8515625,8817.6064453125,-36389.87109375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11323.6171875,8812.8232421875,-36377.328125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11330.5244140625,8798.943359375,-36387.9453125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11328.892578125,8820.9375,-36402.51953125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11319.52734375,8839.9580078125,-36394.65234375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11318.8564453125,8833.87890625,-36372.92578125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11320.64453125,8822.9931640625,-36385.82421875,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11319.68359375,8828.73828125,-36388.7734375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11309.3564453125,8834.638671875,-36374.08984375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11308.5517578125,8832.4033203125,-36378.58203125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11317.134765625,8821.6298828125,-36394.5625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11320.5107421875,8813.9853515625,-36410.2109375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11312.1953125,8817.4052734375,-36408.46484375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11306.49609375,8828.4921875,-36382.984375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11317.4033203125,8819.529296875,-36392.88671875,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11316.8671875,8812.0859375,-36398.9453125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11310.5859375,8816.3330078125,-36392.52734375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11308.5078125,8823.306640625,-36393.46875,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11314.296875,8816.1318359375,-36400.3515625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11316.9345703125,8812.1533203125,-36403.97265625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11315.0341796875,8818.12109375,-36406.5,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11323.013671875,8810.72265625,-36441.76953125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11330.904296875,8802.474609375,-36435.66796875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11334.7265625,8801.759765625,-36407.66015625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11330.9482421875,8804.12890625,-36397.89453125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11323.7509765625,8811.728515625,-36395.27734375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11328.154296875,8807.5927734375,-36403.8828125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11333.4521484375,8805.9833984375,-36411.8203125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11331.931640625,8801.669921875,-36410.8359375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11326.92578125,8802.6533203125,-36413.33984375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11331.060546875,8800.955078125,-36413.8515625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11332.826171875,8803.994140625,-36410.92578125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11334.63671875,8799.5908203125,-36419.91015625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11329.1826171875,8804.642578125,-36414.76953125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11329.5849609375,8807.1240234375,-36423.6875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11335.0166015625,8803.927734375,-36417.05078125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11334.681640625,8799.7919921875,-36409.29296875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11326.7685546875,8806.609375,-36400.9765625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11318.9013671875,8818.5234375,-36395.45703125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11327.126953125,8811.8173828125,-36412.04296875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11332.3125,8805.5810546875,-36418.8828125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11326.6123046875,8811.7724609375,-36408.375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11320.533203125,8820.2890625,-36399.390625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11327.126953125,8815.4833984375,-36414.546875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11333.98828125,8812.041015625,-36426.19140625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11327.685546875,8820.5791015625,-36413.49609375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11325.3603515625,8822.5908203125,-36398.5859375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11329.0712890625,8818.9033203125,-36404.33203125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11335.0390625,8812.3984375,-36410.25390625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11332.267578125,8814.767578125,-36394.80859375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11322.1416015625,8824.826171875,-36389.78125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11319.884765625,8826.0107421875,-36393.78125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11326.1650390625,8818.7685546875,-36405.875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11329.09375,8816.66796875,-36415.37109375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11325.337890625,8820.244140625,-36411.39453125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11326.544921875,8818.0087890625,-36410.3203125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11330.255859375,8811.2587890625,-36420.4921875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11326.880859375,8812.9130859375,-36419.10546875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11322.09765625,8817.673828125,-36415.91015625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11319.638671875,8817.517578125,-36413.11328125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11319.2138671875,8820.802734375,-36406.27734375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11318.6103515625,8828.5146484375,-36402.4765625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11318.2978515625,8829.0732421875,-36416.33203125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11316.2861328125,8832.11328125,-36420.40234375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11320.80078125,8829.341796875,-36422.83984375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11321.1142578125,8826.0556640625,-36408.01953125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11319.9736328125,8823.216796875,-36406.8359375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11322.5439453125,8820.84765625,-36419.93359375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11321.091796875,8817.875,-36408.4453125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11324.1533203125,8824.1337890625,-36418.01171875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11322.25390625,8827.8212890625,-36423.30859375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11318.275390625,8828.849609375,-36401.73828125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11317.2470703125,8828.603515625,-36377.3984375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11324.1318359375,8818.0087890625,-36393.22265625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11322.611328125,8816.421875,-36401.4921875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11314.2744140625,8824.37890625,-36403.6171875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11316.9560546875,8824.78125,-36412.734375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11328.1103515625,8815.7734375,-36431.6015625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11327.953125,8816.9140625,-36425.98828125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11319.080078125,8825.228515625,-36400.77734375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11316.8671875,8826.8603515625,-36396.0390625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11329.1376953125,8816.0869140625,-36423.26171875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11338.458984375,8804.2177734375,-36457.125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11329.048828125,8816.466796875,-36421.18359375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11320.3095703125,8827.240234375,-36380.50390625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11328.4453125,8817.78515625,-36406.296875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11335.1279296875,8806.900390625,-36420.73828125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11331.6865234375,8810.1416015625,-36432.58203125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11322.0078125,8826.2568359375,-36419.21875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11322.90234375,8825.720703125,-36414.94921875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11323.7509765625,8820.53515625,-36403.14453125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11318.7890625,8826.9501953125,-36394.18359375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11315.056640625,8831.4873046875,-36384.75,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11326.2099609375,8821.6298828125,-36400.3984375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11335.3291015625,8812.8681640625,-36407.05859375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11327.7744140625,8821.0263671875,-36408.8671875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11327.953125,8820.2666015625,-36416.35546875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11330.5244140625,8817.78515625,-36412.53515625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11336.1123046875,8813.091796875,-36410.54296875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11334.8828125,8811.5048828125,-36409.44921875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11325.5615234375,8823.4404296875,-36410.65625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11340.1572265625,8821.3623046875,-36431.80078125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11342.59375,8809.76171875,-36429.8125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11330.568359375,8814.41015625,-36408.51171875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11320.3759765625,8822.009765625,-36394.16015625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11301.779296875,8834.19140625,-36404.82421875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11256.62890625,8852.966796875,-36397.4921875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11249.119140625,8845.2109375,-36413.8515625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11280.7685546875,8848.5859375,-36440.20703125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11283.361328125,8833.1630859375,-36456.41015625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11284.5244140625,8807.1240234375,-36447.9375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11287.921875,8817.3388671875,-36448.36328125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11284.14453125,8830.2802734375,-36443.22265625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11293.6884765625,8798.607421875,-36424.87109375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11334.4130859375,8729.7197265625,-36459.875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11366.5546875,8701.712890625,-36492.73046875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11353.9931640625,8777.10546875,-36454.2421875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11278.82421875,8922.8837890625,-36379.56640625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11221.380859375,8990.1845703125,-36350.44140625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11242.32421875,8952.7900390625,-36350.55078125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11275.4716796875,8977.623046875,-36367.515625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11225.76171875,9018.4375,-36396.1484375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11238.3896484375,8995.4814453125,-36457.953125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11257.2998046875,8947.8056640625,-36513.23046875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11303.1650390625,8876.1240234375,-36552.3203125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11319.75,8857.3037109375,-36546.15234375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11324.0869140625,8835.8232421875,-36526.55078125,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11335.0166015625,8816.35546875,-36514.2109375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11333.4521484375,8814.8349609375,-36497.40234375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11323.2822265625,8821.9208984375,-36474.40234375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11325.4951171875,8818.1435546875,-36462.9140625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11333.921875,8808.77734375,-36460.1875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11336.5810546875,8809.0009765625,-36453.66015625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11330.6806640625,8817.986328125,-36440.71875,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11329.763671875,8818.634765625,-36435.734375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11342.2587890625,8810.431640625,-36442.484375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11352.25,8803.994140625,-36450.734375,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11357.2568359375,8799.7919921875,-36454.890625,-187500.015625
AFK,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11365.3251953125,8793.3994140625,-36460.25390625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11370.0869140625,8781.4189453125,-36466.3359375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11372.8359375,8776.4794921875,-36467.0703125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11372.03125,8780.435546875,-36463.83203125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11370.17578125,8783.3857421875,-36460.34375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11385.5986328125,8756.9892578125,-36476.8828125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11398.16015625,8744.8740234375,-36494.41015625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11394.1591796875,8763.2021484375,-36488.953125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11371.740234375,8787.119140625,-36463.3828125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11370.533203125,8782.0224609375,-36467.140625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11369.9521484375,8777.26171875,-36466.9609375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11355.1552734375,8792.6396484375,-36446.44140625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11339.12890625,8811.59375,-36424.3125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11335.28515625,8816.958984375,-36425.51953125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11343.95703125,8806.1181640625,-36432.3828125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11347.0419921875,8802.2958984375,-36426.7265625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11349.7021484375,8809.4482421875,-36420.69140625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11359.916015625,8816.6455078125,-36427.421875,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11384.4814453125,8794.6962890625,-36437.5,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11416.9580078125,8761.7939453125,-36454.33203125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11424.1328125,8725.5849609375,-36476.5703125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11406.408203125,8715.8388671875,-36496.64453125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11415.8857421875,8679.763671875,-36549.86328125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11430.0341796875,8655.109375,-36576.4375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11401.669921875,8710.4521484375,-36474.73828125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11414.1865234375,8703.814453125,-36552.56640625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11422.7021484375,8719.169921875,-36519.578125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11413.0908203125,8698.6953125,-36456.65625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11389.4658203125,8697.17578125,-36489.3359375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11369.0361328125,8721.740234375,-36500.4453125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11377.328125,8746.259765625,-36519.30859375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11378.021484375,8750.57421875,-36521.74609375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11358.84375,8786.828125,-36433.8125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11354.6416015625,8809.8505859375,-36408.33203125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11362.0849609375,8760.251953125,-36429.6328125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11396.796875,8565.9482421875,-36466.22265625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11390.203125,8621.4033203125,-36442.75390625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11341.2978515625,8918.9267578125,-36386.42578125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11336.6708984375,8933.34375,-36373.91015625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11362.0400390625,8882.4267578125,-36393.71484375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11374.6689453125,8865.1044921875,-36418.94921875,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11372.7685546875,8859.203125,-36422.32421875,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11369.9521484375,8851.4921875,-36425.5859375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11374.9365234375,8842.283203125,-36438.125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11377.6416015625,8830.81640625,-36444.65234375,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11372.3212890625,8828.201171875,-36430.953125,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11367.1806640625,8829.296875,-36424.22265625,-187500.015625
+,-187500.015625,-187500.015625,-187500.015625,-187500.015625,-11376.6357421875,8823.9326171875,-36429.453125,-187500.015625
