+,18957.25169945,371.9106750488281,-93558.6796875,-78369.1484375,732.4219360351562,499.8073425292969,132568.375,732.4219360351562,732.4219360351562
+,18957.25567232,371.9106750488281,-93558.6796875,-76904.3046875,732.4219360351562,499.7626647949219,-63720.7109375,732.4219360351562,732.4219360351562
+,18957.25968599,371.9106750488281,-93558.6796875,-75439.4609375,732.4219360351562,499.74029541015625,73974.6171875,732.4219360351562,732.4219360351562
+,18957.263696284,371.9106750488281,-93558.6796875,-73974.6171875,732.4219360351562,499.6955871582031,103271.5,732.4219360351562,732.4219360351562
+,18957.267697157,463.4634094238281,-163870.46875,-72509.7734375,732.4219360351562,499.6509094238281,-34423.83203125,732.4219360351562,732.4219360351562
+,18957.270751079,463.4634094238281,-163870.46875,-71044.9296875,732.4219360351562,499.606201171875,-175048.84375,732.4219360351562,732.4219360351562
+,18957.274797107,463.4634094238281,-163870.46875,-69580.0859375,732.4219360351562,499.5614929199219,-65185.5546875,732.4219360351562,732.4219360351562
+,18957.279725236,463.4634094238281,-163870.46875,-68115.2421875,732.4219360351562,499.53912353515625,125244.15625,732.4219360351562,732.4219360351562
+,18957.283729248,463.4634094238281,-163870.46875,-66650.3984375,732.4219360351562,499.49444580078125,-75439.4609375,732.4219360351562,732.4219360351562
+,18957.287777621,371.9106750488281,-187307.96875,-65185.5546875,732.4219360351562,499.4720764160156,85693.3671875,732.4219360351562,732.4219360351562
+,18957.290732349,371.9106750488281,-187307.96875,-63720.7109375,732.4219360351562,499.4273681640625,183837.90625,732.4219360351562,732.4219360351562
+,18957.294720453,371.9106750488281,-187307.96875,-62255.8671875,732.4219360351562,499.405029296875,116455.09375,732.4219360351562,732.4219360351562
+,18957.298767475,371.9106750488281,-187307.96875,-60791.0234375,732.4219360351562,499.3603210449219,-183837.90625,732.4219360351562,732.4219360351562
+,18957.302772537,371.9106750488281,-187307.96875,-59326.1796875,732.4219360351562,499.31561279296875,-141357.4375,732.4219360351562,732.4219360351562
+,18957.307685692,280.3579406738281,-163870.46875,-57861.3359375,732.4219360351562,499.29327392578125,63720.7109375,732.4219360351562,732.4219360351562
