+,17918.897010028,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32689.873046875,-187500.015625,-36168.4765625,-187500.015625
+,17918.901049585,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32618.369140625,-187500.015625,-36027.61328125,-187500.015625
+,17918.905086208,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32689.6953125,-187500.015625,-35933.22265625,-187500.015625
+,17918.909050829,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32789.71875,-187500.015625,-36055.8671875,-187500.015625
+,17918.912999979,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32711.509765625,-187500.015625,-36161.12109375,-187500.015625
+,17918.916077052,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32596.30859375,-187500.015625,-36038.27734375,-187500.015625
+,17918.920069521,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32628.47265625,-187500.015625,-35907.18359375,-187500.015625
+,17918.925039598,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32763.6796875,-187500.015625,-36004.28125,-187500.015625
+,17918.929050335,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32755.564453125,-187500.015625,-36174.21875,-187500.015625
+,17918.933096046,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32633.345703125,-187500.015625,-36089.73046875,-187500.015625
+,17918.936118395,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32657.552734375,-187500.015625,-35961.20703125,-187500.015625
+,17918.940095804,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32765.466796875,-187500.015625,-35989.4609375,-187500.015625
+,17918.944106222,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32752.615234375,-187500.015625,-36149.7890625,-187500.015625
+,17918.948146173,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32635.580078125,-187500.015625,-36104.01171875,-187500.015625
+,17918.952328306,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32597.337890625,-187500.015625,-35937.29296875,-187500.015625
+,17918.957092868,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32710.4140625,-187500.015625,-35933.0234375,-187500.015625
+,17918.961102844,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32760.392578125,-187500.015625,-36122.36328125,-187500.015625
+,17918.965145788,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32633.591796875,-187500.015625,-36129.40625,-187500.015625
+,17918.968202493,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32583.703125,-187500.015625,-35960.984375,-187500.015625
+,17918.972159992,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32702.546875,-187500.015625,-35926.16015625,-187500.015625
+,17918.976150004,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32778.51953125,-187500.015625,-36110.49609375,-187500.015625
+,17918.98021481,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32680.865234375,-187500.015625,-36176.9453125,-187500.015625
+,17918.985153929,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32599.662109375,-187500.015625,-36001.46484375,-187500.015625
+,17918.989175727,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32681.3125,-187500.015625,-35907.71875,-187500.015625
+,17918.992167529,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32770.2265625,-187500.015625,-36058.19140625,-187500.015625
+,17918.996162531,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32699.841796875,-187500.015625,-36163.08984375,-187500.015625
+,17919.0001926,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32590.498046875,-187500.015625,-36014.60546875,-187500.015625
+,17919.00422053,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32640.7890625,-187500.015625,-35899.58203125,-187500.015625
+,17919.008205231,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32767.544921875,-187500.015625,-36027.14453125,-187500.015625
+,17919.013160405,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32717.25390625,-187500.015625,-36170.578125,-187500.015625
+,17919.0171748,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32596.30859375,-187500.015625,-36049.140625,-187500.015625
+,17919.020227263,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32622.638671875,-187500.015625,-35915.23046875,-187500.015625
+,17919.024170797,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32751.85546875,-187500.015625,-35994.51171875,-187500.015625
+,17919.028244796,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32738.845703125,-187500.015625,-36166.171875,-187500.015625
+,17919.032303265,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32618.2578125,-187500.015625,-36093.73046875,-187500.015625
+,17919.036361127,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32624.583984375,-187500.015625,-35941.44921875,-187500.015625
+,17919.040276483,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32742.400390625,-187500.015625,-35969.859375,-187500.015625
+,17919.045270888,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32757.21875,-187500.015625,-36147.15234375,-187500.015625
+,17919.048231954,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32654.3125,-187500.015625,-36121.984375,-187500.015625
+,17919.052275892,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32630.91015625,-187500.015625,-35973.41015625,-187500.015625
+,17919.056263673,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32725.45703125,-187500.015625,-35960.671875,-187500.015625
+,17919.060267394,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32760.86328125,-187500.015625,-36126.54296875,-187500.015625
+,17919.064295793,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32658.55859375,-187500.015625,-36140.84765625,-187500.015625
+,17919.068410692,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32594.54296875,-187500.015625,-35983.06640625,-187500.015625
+,17919.073306171,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32673.82421875,-187500.015625,-35917.64453125,-187500.015625
+,17919.07629892,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32752.390625,-187500.015625,-36073.12109375,-187500.015625
+,17919.08028595,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32667.365234375,-187500.015625,-36146.2578125,-187500.015625
+,17919.084299088,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32597.13671875,-187500.015625,-36005.62109375,-187500.015625
+,17919.088336707,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32648.27734375,-187500.015625,-35903.18359375,-187500.015625
+,17919.092337429,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32747.33984375,-187500.015625,-36027.19140625,-187500.015625
mit,17919.097337775,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32701.697265625,-187500.015625,-36157.27734375,-187500.015625
mit,17919.100314783,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32594.587890625,-187500.015625,-36029.671875,-187500.015625
mit,17919.103358879,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32633.48046875,-187500.015625,-35899.0703125,-187500.015625
mit,17919.107409514,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32755.296875,-187500.015625,-36009.5546875,-187500.015625
mit,17919.112546986,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32704.447265625,-187500.015625,-36152.6953125,-187500.015625
mit,17919.11640564,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32592.28515625,-187500.015625,-36054.34765625,-187500.015625
mit,17919.120365364,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32619.599609375,-187500.015625,-35919.3203125,-187500.015625
mit,17919.12439409,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32740.076171875,-187500.015625,-35978.62109375,-187500.015625
mit,17919.129350036,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32731.42578125,-187500.015625,-36148.71484375,-187500.015625
mit,17919.132380337,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32610.658203125,-187500.015625,-36087.2265625,-187500.015625
mit,17919.136349289,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32618.34765625,-187500.015625,-35937.984375,-187500.015625
mit,17919.140365942,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32748.30078125,-187500.015625,-35964.42578125,-187500.015625
mit,17919.144382062,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32762.716796875,-187500.015625,-36145.83203125,-187500.015625
mit,17919.148488645,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32641.861328125,-187500.015625,-36125.984375,-187500.015625
mit,17919.1524656,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32603.73046875,-187500.015625,-35961.38671875,-187500.015625
mit,17919.156394857,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32708.0,-187500.015625,-35937.359375,-187500.015625
mit,17919.159414119,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32772.328125,-187500.015625,-36117.04296875,-187500.015625
mit,17919.164373001,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32656.7265625,-187500.015625,-36153.69921875,-187500.015625
mit,17919.168415952,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32576.080078125,-187500.015625,-35982.91015625,-187500.015625
mit,17919.172420992,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-32671.12109375,-187500.015625,-35920.68359375,-187500.015625
