+,2057.896187721,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39662.90234375,-8572.36328125,-187500.015625
+,2057.901116786,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39631.67578125,-8610.2275390625,-187500.015625
+,2057.905164707,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39630.46875,-8611.658203125,-187500.015625
+,2057.909176743,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39619.49609375,-8572.765625,-187500.015625
+,2057.91321949,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39621.86328125,-8551.3974609375,-187500.015625
+,2057.917148589,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39650.609375,-8565.1435546875,-187500.015625
+,2057.920175056,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39643.41015625,-8572.4970703125,-187500.015625
+,2057.92418167,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39610.9140625,-8585.3271484375,-187500.015625
+,2057.928315218,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39625.328125,-8573.369140625,-187500.015625
+,2057.93318501,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39644.3046875,-8578.2421875,-187500.015625
+,2057.937177515,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39614.64453125,-8596.681640625,-187500.015625
+,2057.941215704,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39629.73046875,-8583.494140625,-187500.015625
+,2057.944240289,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39636.90625,-8561.43359375,-187500.015625
+,2057.94822056,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39632.97265625,-8557.9013671875,-187500.015625
+,2057.952244259,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39635.51953125,-8587.8974609375,-187500.015625
+,2057.957180165,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39637.62109375,-8593.5751953125,-187500.015625
+,2057.961356264,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39650.67578125,-8589.529296875,-187500.015625
+,2057.96522444,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39645.06640625,-8570.2177734375,-187500.015625
+,2057.969254417,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39619.51953125,-8579.248046875,-187500.015625
+,2057.972282171,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39628.97265625,-8612.2392578125,-187500.015625
+,2057.976260026,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39606.8203125,-8611.166015625,-187500.015625
+,2057.980309041,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39591.17578125,-8567.580078125,-187500.015625
+,2057.98430527,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39632.52734375,-8553.4765625,-187500.015625
+,2057.989264399,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39669.4296875,-8590.22265625,-187500.015625
+,2057.993269117,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-187500.046875,-39656.62109375,-8596.9501953125,-187500.015625
