+,17217.766196193,-6983.19921875,-7040.53125,-7075.82470703125,-7043.7275390625,-167866.109375,-168379.875,-127068.078125,-137440.625
+,17217.771198934,-6983.28857421875,-7041.40283203125,-7076.1376953125,-7044.755859375,-167955.078125,-168453.703125,-127272.3515625,-137441.96875
+,17217.775251871,-6986.48486328125,-7049.5615234375,-7079.9599609375,-7053.6962890625,-168662.953125,-168981.265625,-128772.046875,-137447.765625
+,17217.779232735,-6985.5458984375,-7048.42138671875,-7078.931640625,-7052.3779296875,-168639.796875,-168955.609375,-128710.7109375,-137445.953125
+,17217.783251721,-6983.51220703125,-7041.47021484375,-7076.271484375,-7044.755859375,-167949.671875,-168440.890625,-127245.4375,-137441.328125
+,17217.787267679,-6981.83544921875,-7039.3466796875,-7074.4833984375,-7042.58740234375,-167875.6875,-168392.5,-127103.4375,-137440.109375
+,17217.790247376,-6983.22119140625,-7045.42626953125,-7076.5400390625,-7049.5390625,-168554.0625,-168900.078125,-128545.84375,-137444.09375
+,17217.794245017,-6985.27783203125,-7048.5556640625,-7078.84228515625,-7052.9365234375,-168737.796875,-169029.296875,-128920.4375,-137445.953125
+,17217.799209406,-6983.9365234375,-7042.40869140625,-7076.78564453125,-7045.87353515625,-168061.515625,-168522.671875,-127480.46875,-137441.84375
+,17217.803307495,-6981.9248046875,-7038.83251953125,-7074.4833984375,-7042.00634765625,-167828.828125,-168354.96875,-127000.1328125,-137439.6875
+,17217.80728102,-6980.51708984375,-7041.73828125,-7073.65673828125,-7045.6943359375,-168430.28125,-168806.765625,-128287.4765625,-137440.96875
+,17217.811249796,-6980.986328125,-7044.7333984375,-7074.57275390625,-7049.1591796875,-168797.640625,-169073.15625,-129055.5546875,-137442.0
+,17217.814330897,-6980.85205078125,-7040.12890625,-7073.81298828125,-7043.79443359375,-168183.5625,-168611.390625,-127743.2578125,-137439.109375
+,17217.818295217,-6979.98046875,-7036.61962890625,-7072.44970703125,-7039.83837890625,-167803.640625,-168333.5625,-126946.640625,-137437.4375
+,17217.822262638,-6980.6064453125,-7040.84423828125,-7073.63427734375,-7044.6884765625,-168295.71875,-168706.03125,-128001.84375,-137440.40625
+,17217.827207397,-6985.412109375,-7049.3154296875,-7079.1103515625,-7053.7412109375,-168822.125,-169093.234375,-129104.2109375,-137446.671875
+,17217.831222037,-6986.171875,-7046.3427734375,-7079.26708984375,-7050.1650390625,-168319.453125,-168713.21875,-128025.8515625,-137444.90625
+,17217.835293794,-6984.40625,-7041.08984375,-7076.98681640625,-7044.44287109375,-167815.375,-168341.1875,-126962.9140625,-137441.796875
+,17217.839292337,-6985.009765625,-7044.30859375,-7077.92578125,-7048.1083984375,-168175.421875,-168616.390625,-127739.703125,-137444.34375
+,17217.843229854,-6986.84228515625,-7050.63427734375,-7080.4736328125,-7055.126953125,-168807.125,-169083.234375,-129072.25,-137448.15625
+,17217.846246322,-6987.28955078125,-7048.376953125,-7080.5185546875,-7052.5341796875,-168457.078125,-168815.4375,-128316.046875,-137446.421875
+,17217.850408925,-6983.44482421875,-7040.375,-7076.0927734375,-7043.83935546875,-167853.0,-168367.109375,-127040.2265625,-137440.671875
+,17217.854288987,-6984.07080078125,-7042.5205078125,-7076.8974609375,-7046.3203125,-168059.25,-168528.546875,-127491.421875,-137442.796875
+,17217.859343887,-6986.50732421875,-7049.896484375,-7080.00439453125,-7054.322265625,-168753.796875,-169044.59375,-128960.0234375,-137447.5625
+,17217.863337449,-6987.22216796875,-7049.3154296875,-7080.5634765625,-7053.60693359375,-168588.75,-168914.1875,-128595.890625,-137446.734375
+,17217.867404726,-6984.83056640625,-7042.1630859375,-7077.478515625,-7045.5830078125,-167917.234375,-168414.671875,-127172.9296875,-137441.90625
+,17217.870406102,-6983.9365234375,-7041.67138671875,-7076.60693359375,-7045.1357421875,-167958.40625,-168453.0,-127276.0390625,-137441.90625
+,17217.874273236,-6986.1494140625,-7048.86865234375,-7079.5576171875,-7053.18212890625,-168660.5625,-168977.53125,-128765.9609375,-137446.703125
+,17217.87833221,-6984.16015625,-7046.923828125,-7077.63525390625,-7051.28271484375,-168690.765625,-168991.703125,-128819.515625,-137443.921875
+,17217.882319427,-6978.03564453125,-7035.99365234375,-7070.79541015625,-7039.5029296875,-167992.40625,-168469.203125,-127340.1015625,-137435.203125
+,17217.887353632,-6979.08642578125,-7036.26220703125,-7071.77880859375,-7039.7041015625,-167873.46875,-168388.296875,-127099.0390625,-137436.5625
+,17217.891313643,-6979.130859375,-7040.9560546875,-7072.5166015625,-7045.0908203125,-168531.140625,-168881.15625,-128500.6953125,-137439.203125
+,17217.895314283,-6981.45556640625,-7044.84521484375,-7075.06494140625,-7049.22607421875,-168764.078125,-169047.5,-128979.671875,-137441.59375
+,17217.898329779,-6982.66259765625,-7041.1572265625,-7075.46728515625,-7044.84521484375,-168098.15625,-168549.453125,-127558.03125,-137439.953125
+,17217.902450648,-6981.142578125,-7037.7373046875,-7073.61181640625,-7041.06787109375,-167823.484375,-168351.28125,-126987.8125,-137438.125
+,17217.906374866,-6983.04248046875,-7043.86181640625,-7076.271484375,-7047.9296875,-168399.296875,-168785.78125,-128217.3203125,-137442.625
+,17217.910368645,-6982.88623046875,-7046.4990234375,-7076.47265625,-7051.103515625,-168801.828125,-169079.25,-129060.8515625,-137443.265625
+,17217.915330656,-6978.52734375,-7037.80419921875,-7071.46630859375,-7041.62646484375,-168201.734375,-168627.625,-127783.3359375,-137436.234375
+,17217.919479257,-6974.9287109375,-7031.43408203125,-7067.5322265625,-7034.67529296875,-167782.5625,-168320.640625,-126905.921875,-137431.640625
+,17217.922385311,-6976.62744140625,-7036.5078125,-7069.87890625,-7040.375,-168238.421875,-168668.0,-127883.765625,-137435.765625
+,17217.926362474,-6979.376953125,-7043.01220703125,-7073.1201171875,-7047.5498046875,-168787.515625,-169073.453125,-129037.109375,-137440.078125
+,17217.930395849,-6979.68994140625,-7039.9052734375,-7072.896484375,-7043.75,-168314.9375,-168716.515625,-128022.03125,-137437.953125
+,17217.934474983,-6975.82275390625,-7032.28369140625,-7068.47119140625,-7035.59130859375,-167778.03125,-168318.96875,-126891.8125,-137432.65625
+,17217.938495379,-6978.1474609375,-7036.9326171875,-7071.0859375,-7040.62060546875,-168100.875,-168566.125,-127589.65625,-137436.890625
+,17217.943379189,-6978.9521484375,-7042.296875,-7072.60595703125,-7046.81201171875,-168755.71875,-169049.953125,-128974.90625,-137439.875
+,17217.947404301,-6978.3935546875,-7039.5478515625,-7071.80126953125,-7043.63818359375,-168453.40625,-168816.890625,-128320.5390625,-137437.390625
+,17217.950513216,-6975.1298828125,-7031.9033203125,-7067.86767578125,-7035.189453125,-167826.390625,-168350.90625,-126993.6015625,-137432.09375
+,17217.954451921,-6973.65478515625,-7031.68017578125,-7066.5712890625,-7035.23388671875,-167982.953125,-168474.953125,-127341.890625,-137431.984375
+,17217.958435893,-6979.48876953125,-7042.45361328125,-7073.142578125,-7046.767578125,-168688.03125,-169000.359375,-128830.203125,-137440.296875
+,17217.962435995,-6978.9296875,-7040.978515625,-7072.44970703125,-7045.1806640625,-168574.796875,-168907.6875,-128576.9375,-137438.34375
mit,17217.966475329,-6980.27099609375,-7037.46923828125,-7073.00830078125,-7040.77734375,-167898.09375,-168404.484375,-127138.21875,-137437.28125
mit,17217.97057882,-6978.84033203125,-7036.19482421875,-7071.57763671875,-7039.48095703125,-167899.234375,-168412.59375,-127157.0859375,-137436.65625
mit,17217.975518117,-6979.86865234375,-7042.185546875,-7073.3212890625,-7046.27587890625,-168594.40625,-168931.5625,-128634.15625,-137440.40625
mit,17217.978517506,-6981.25439453125,-7044.01806640625,-7074.81884765625,-7048.24267578125,-168679.578125,-168987.078125,-128799.4453125,-137441.21875
mit,17217.981542065,-6980.3603515625,-7038.1396484375,-7073.1650390625,-7041.60400390625,-167991.9375,-168472.96875,-127335.40625,-137437.59375
mit,17217.986624145,-6978.728515625,-7035.501953125,-7071.39892578125,-7038.720703125,-167834.046875,-168361.828125,-127013.8125,-137436.234375
mit,17217.990521581,-6981.65673828125,-7043.03466796875,-7074.9306640625,-7046.99072265625,-168478.671875,-168845.875,-128384.9140625,-137441.84375
