+,17792.464075829,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25200.607421875,-187500.015625,-12036.6826171875,-187500.015625
+,17792.468476695,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25298.083984375,-187500.015625,-10930.271484375,-187500.015625
+,17792.47304927,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25597.216796875,-187500.015625,-12187.7578125,-187500.015625
+,17792.475980169,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25504.501953125,-187500.015625,-13286.2568359375,-187500.015625
+,17792.480066146,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25245.71484375,-187500.015625,-12334.7431640625,-187500.015625
+,17792.484103289,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25301.705078125,-187500.015625,-10982.0830078125,-187500.015625
+,17792.488103337,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25592.904296875,-187500.015625,-11902.3935546875,-187500.015625
+,17792.492068252,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25506.669921875,-187500.015625,-13249.6220703125,-187500.015625
+,17792.497025673,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25261.2265625,-187500.015625,-12611.8154296875,-187500.015625
+,17792.501325949,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25210.689453125,-187500.015625,-11082.7548828125,-187500.015625
+,17792.504141337,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25520.70703125,-187500.015625,-11593.8271484375,-187500.015625
+,17792.508053412,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25562.55078125,-187500.015625,-13144.79296875,-187500.015625
+,17792.512099995,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25311.919921875,-187500.015625,-12861.126953125,-187500.015625
+,17792.516144771,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25194.685546875,-187500.015625,-11286.6474609375,-187500.015625
+,17792.52015897,-187500.046875,-187500.046875,-187500.046875,-187500.015625,-25487.8515625,-187500.015625,-11339.9560546875,-187500.015625
